Date,code,Open,High,Low,Close,Volume
2022-03-08,1332,515.49,516.48,500.62,502.6,2941736
2022-03-07,1332,528.37,529.36,515.49,519.45,1884357
2022-03-04,1332,528.37,535.31,525.4,533.33,2763388
2022-03-03,1332,523.42,533.33,521.43,532.34,2491225
2022-03-02,1332,526.39,529.36,516.48,519.45,1976255
2022-03-01,1332,540.27,542.25,531.35,532.34,1771175
2022-02-28,1332,526.39,540.27,526.39,539.28,2459248
2022-02-25,1332,523.42,528.37,520.44,527.38,2369973
2022-02-24,1332,535.31,535.31,521.43,528.37,3135821
2022-02-22,1332,538.29,538.29,529.36,537.3,1665558
2022-02-21,1332,547.21,548.2,542.25,545.23,1271336
2022-02-18,1332,557.12,560.1,551.17,555.14,1831398
2022-02-17,1332,555.14,567.03,555.14,566.04,2954749
2022-02-16,1332,554.15,556.13,548.2,553.16,1563270
2022-02-15,1332,553.16,560.1,548.2,553.16,2237422
2022-02-14,1332,544.23,552.16,542.25,549.19,1933484
2022-02-10,1332,541.26,550.18,537.3,548.2,2139573
2022-02-09,1332,542.25,547.21,536.3,545.23,2358271
2022-02-08,1332,516.48,539.28,516.48,538.29,3752675
2022-02-07,1332,526.39,528.37,515.49,515.49,5480474
2022-02-04,1332,534.32,560.1,525.4,537.3,6899693
2022-02-03,1332,533.33,538.29,532.34,534.32,1439092
2022-02-02,1332,531.35,532.34,525.4,531.35,1713272
2022-02-01,1332,530.36,534.32,525.4,532.34,1165316
2022-01-31,1332,534.32,534.32,526.39,530.36,1282331
2022-01-28,1332,528.37,535.31,527.38,532.34,1196385
2022-01-27,1332,530.36,533.33,522.43,527.38,1957391
2022-01-26,1332,538.29,540.27,534.32,537.3,967398
2022-01-25,1332,535.31,537.3,527.38,537.3,1193561
2022-01-24,1332,533.33,539.28,530.36,538.29,1292822
2022-01-21,1332,520.44,528.37,519.45,528.37,1233709
2022-01-20,1332,516.48,528.37,516.48,524.41,1480350
2022-01-19,1332,523.42,530.36,515.49,518.46,2501111
2022-01-18,1332,542.25,543.24,529.36,531.35,2247106
2022-01-17,1332,544.23,546.22,540.27,542.25,1017432
2022-01-14,1332,545.23,546.22,533.33,536.3,1980088
2022-01-13,1332,549.19,549.19,542.25,545.23,1092584
2022-01-12,1332,545.23,548.2,542.25,546.22,1149579
2022-01-11,1332,541.26,545.23,535.31,542.25,1190131
2022-01-07,1332,545.23,548.2,536.3,540.27,1688658
2022-01-06,1332,552.16,556.13,543.24,545.23,2037386
2022-01-05,1332,547.21,555.14,544.23,555.14,1284551
2022-01-04,1332,548.2,553.16,543.24,546.22,1279507
2021-12-30,1332,541.26,542.25,536.3,538.29,1053243
2021-12-29,1332,540.27,548.2,540.27,544.23,1391983
2021-12-28,1332,536.3,544.23,534.32,544.23,1388251
2021-12-27,1332,536.3,538.29,532.34,532.34,920591
2021-12-24,1332,538.29,540.27,535.31,538.29,828290
2021-12-23,1332,539.28,544.23,537.3,539.28,1460074
2021-12-22,1332,536.3,538.29,534.32,534.32,976981
2021-12-21,1332,539.28,541.26,532.34,533.33,1520801
2021-12-20,1332,525.4,531.35,524.41,527.38,1372918
2021-12-17,1332,531.35,537.3,528.37,529.36,1850160
2021-12-16,1332,538.29,539.28,530.36,534.32,1556209
2021-12-15,1332,522.43,531.35,520.44,528.37,1783078
2021-12-14,1332,519.45,525.4,516.48,523.42,2516444
2021-12-13,1332,528.37,532.34,524.41,527.38,1696729
2021-12-10,1332,531.35,537.3,524.41,528.37,2912381
2021-12-09,1332,548.2,550.18,535.31,535.31,2332649
2021-12-08,1332,551.17,554.15,539.28,546.22,3586331
2021-12-07,1332,564.06,564.06,530.36,551.17,6505673
2021-12-06,1332,586.86,593.8,582.9,583.89,1372716
2021-12-03,1332,573.97,579.92,565.05,579.92,1205968
2021-12-02,1332,561.09,571.99,560.1,568.03,1539161
2021-12-01,1332,563.07,572.98,563.07,569.02,1675847
2021-11-30,1332,574.97,584.88,568.03,568.03,2756226
2021-11-29,1332,573.97,573.97,562.08,562.08,1621274
2021-11-26,1332,585.87,585.87,572.98,579.92,1367168
2021-11-25,1332,589.84,589.84,582.9,587.85,804483
2021-11-24,1332,592.81,595.78,586.86,588.84,943591
2021-11-22,1332,581.9,595.78,581.9,595.78,1143728
2021-11-19,1332,583.89,586.86,579.92,585.87,1389663
2021-11-18,1332,594.79,594.79,583.89,587.85,1664650
2021-11-17,1332,615.61,615.61,597.77,597.77,2242365
2021-11-16,1332,619.57,626.51,613.63,613.63,1561454
2021-11-15,1332,617.59,618.58,613.63,616.6,950551
2021-11-12,1332,617.59,621.56,613.63,616.6,1462798
2021-11-11,1332,614.62,619.57,612.64,615.61,1241376
2021-11-10,1332,618.58,622.55,611.64,612.64,1661826
2021-11-09,1332,622.55,626.51,612.64,612.64,2716279
2021-11-08,1332,655.26,677.07,622.55,623.54,3980856
2021-11-05,1332,631.47,664.18,618.58,655.26,6084013
2021-11-04,1332,649.31,650.31,628.5,629.49,2326899
2021-11-02,1332,645.35,650.31,640.39,643.37,1147461
2021-11-01,1332,660.22,664.18,650.31,653.28,1753017
2021-10-29,1332,639.4,643.37,628.5,641.38,1298976
2021-10-28,1332,639.4,647.33,638.41,644.36,3364203
2021-10-27,1332,651.3,651.3,637.42,638.41,1208995
2021-10-26,1332,644.36,650.31,641.38,649.31,1441009
2021-10-25,1332,642.38,646.34,635.44,637.42,1099444
2021-10-22,1332,634.44,647.33,631.47,639.4,1355264
2021-10-21,1332,649.31,649.31,635.44,639.4,1438083
2021-10-20,1332,655.26,660.22,639.4,642.38,1332265
2021-10-19,1332,651.3,656.25,647.33,649.31,1507990
2021-10-18,1332,655.26,660.22,646.34,649.31,1786609
2021-10-15,1332,671.12,677.07,650.31,665.18,3800490
2021-10-14,1332,620.57,683.02,617.59,673.11,7896748
2021-10-13,1332,622.55,626.51,615.61,623.54,1061515
2021-10-12,1332,622.55,624.53,615.61,616.6,1134549
2021-10-11,1332,620.57,625.52,617.59,624.53,1024493
2021-10-08,1332,628.5,633.45,620.57,621.56,1517573
2021-10-07,1332,627.51,633.45,620.57,621.56,1575880
2021-10-06,1332,608.67,623.54,605.7,619.57,2012974
2021-10-05,1332,619.57,623.54,610.65,612.64,1725982
2021-10-04,1332,628.5,632.46,624.53,628.5,1157044
2021-10-01,1332,636.43,637.42,621.56,624.53,2194449
2021-09-30,1332,649.31,653.28,641.38,645.35,1688558
2021-09-29,1332,642.38,649.31,635.44,648.32,1465320
2021-09-28,1332,653.74,654.72,641.92,647.83,1697341
2021-09-27,1332,649.8,655.71,647.83,652.75,1910538
2021-09-24,1332,642.9,649.8,637.98,648.81,2483292
2021-09-22,1332,641.92,644.87,625.19,625.19,2838584
2021-09-21,1332,625.19,635.03,623.21,632.08,1503748
2021-09-17,1332,631.09,637.0,628.14,637.0,1799114
2021-09-16,1332,630.1,635.03,629.12,634.05,1447986
2021-09-15,1332,633.06,635.03,624.19,626.17,1477949
2021-09-14,1332,634.05,638.96,626.17,631.09,1856501
2021-09-13,1332,623.21,630.1,621.24,630.1,1681192
2021-09-10,1332,617.3,622.23,613.37,622.23,2534889
2021-09-09,1332,614.35,616.32,608.44,614.35,1373535
2021-09-08,1332,612.39,615.34,607.46,614.35,1510452
2021-09-07,1332,619.28,620.26,609.43,617.3,1454283
2021-09-06,1332,620.26,622.23,614.35,615.34,1583887
2021-09-03,1332,605.49,617.3,604.51,614.35,2949398
2021-09-02,1332,592.69,597.62,589.74,596.64,1129563
2021-09-01,1332,586.78,596.64,584.82,594.66,1253581
2021-08-31,1332,603.53,603.53,592.69,596.64,1430415
2021-08-30,1332,590.73,600.57,590.73,599.59,1591911
2021-08-27,1332,591.71,594.66,587.77,587.77,913422
2021-08-26,1332,587.77,592.69,582.85,590.73,888333
2021-08-25,1332,590.73,597.62,590.73,592.69,1583582
2021-08-24,1332,588.75,590.73,583.83,589.74,1082739
2021-08-23,1332,576.94,588.75,576.94,583.83,1328438
2021-08-20,1332,566.11,574.98,562.17,572.02,1113413
2021-08-19,1332,587.77,587.77,571.03,573.98,1561236
2021-08-18,1332,574.98,588.75,574.98,587.77,1434579
2021-08-17,1332,570.05,575.96,567.09,571.03,834603
2021-08-16,1332,571.03,571.03,565.12,569.07,620391
2021-08-13,1332,571.03,573.98,565.12,573.98,1177098
2021-08-12,1332,582.85,583.83,571.03,572.02,1152213
2021-08-11,1332,579.89,581.86,573.0,577.93,1100108
2021-08-10,1332,587.77,587.77,570.05,573.0,1632641
2021-08-06,1332,589.74,589.74,577.93,584.82,1491560
2021-08-05,1332,596.64,602.53,584.82,592.69,2776322
2021-08-04,1332,565.12,607.46,547.41,597.62,5980459
2021-08-03,1332,568.08,569.07,563.16,568.08,898897
2021-08-02,1332,560.2,573.0,559.22,570.05,1189389
2021-07-30,1332,566.11,567.09,556.27,558.23,1292177
2021-07-29,1332,569.07,573.0,562.17,570.05,1517663
2021-07-28,1332,567.09,571.03,559.22,571.03,1734109
2021-07-27,1332,556.27,570.05,552.32,568.08,2741788
2021-07-26,1332,555.28,555.28,544.45,546.42,1174762
2021-07-21,1332,542.48,548.39,538.54,547.41,1546103
2021-07-20,1332,533.62,537.56,530.66,534.61,1229407
2021-07-19,1332,545.43,546.42,537.56,540.52,1289740
2021-07-16,1332,539.53,551.34,536.57,550.36,1911248
2021-07-15,1332,538.54,548.39,538.54,540.52,1566417
2021-07-14,1332,530.66,539.53,530.66,537.56,945620
2021-07-13,1332,530.66,540.52,529.68,538.54,1587848
2021-07-12,1332,528.7,530.66,524.75,528.7,1955228
2021-07-09,1332,507.04,512.95,503.1,511.96,1852642
2021-07-08,1332,514.91,518.86,512.95,512.95,1016617
2021-07-07,1332,521.81,524.75,518.86,519.84,671583
2021-07-06,1332,533.62,535.59,531.65,531.65,572247
2021-07-05,1332,525.75,530.66,523.77,530.66,596015
2021-07-02,1332,520.82,531.65,519.84,527.71,957503
2021-07-01,1332,521.81,521.81,514.91,515.9,815304
2021-06-30,1332,522.79,524.75,519.84,520.82,865988
2021-06-29,1332,526.73,526.73,519.84,520.82,705507
2021-06-28,1332,528.7,528.7,522.79,527.71,683467
2021-06-25,1332,521.81,525.75,521.81,525.75,653503
2021-06-24,1332,521.81,523.77,518.86,520.82,695248
2021-06-23,1332,528.7,530.66,521.81,524.75,874723
2021-06-22,1332,521.81,531.65,518.86,530.66,1244540
2021-06-21,1332,516.88,516.88,509.0,512.95,1410507
2021-06-18,1332,528.7,529.68,521.81,526.73,1028704
2021-06-17,1332,540.52,540.52,532.64,534.61,629126
2021-06-16,1332,538.54,542.48,536.57,537.56,652691
2021-06-15,1332,531.65,540.52,529.68,537.56,1062832
2021-06-14,1332,538.54,539.53,531.65,533.62,634205
2021-06-11,1332,539.53,539.53,532.64,534.61,1279887
2021-06-10,1332,541.5,542.48,532.64,538.54,1119000
2021-06-09,1332,555.28,565.12,550.36,551.34,2059541
2021-06-08,1332,544.45,553.31,542.48,552.32,1801146
2021-06-07,1332,538.54,544.45,538.54,539.53,1890325
2021-06-04,1332,525.75,535.59,525.75,531.65,1753509
2021-06-03,1332,513.93,525.75,513.93,525.75,1763971
2021-06-02,1332,500.15,509.0,499.16,508.02,981576
2021-06-01,1332,503.1,508.02,499.16,506.05,1002498
2021-05-31,1332,500.15,503.1,496.2,499.16,1526805
2021-05-28,1332,501.13,509.0,500.15,506.05,1603388
2021-05-27,1332,506.05,507.04,496.2,496.2,1455807
2021-05-26,1332,501.13,506.05,498.18,503.1,1053182
2021-05-25,1332,511.96,511.96,504.09,505.07,1245049
2021-05-24,1332,509.99,517.87,509.99,510.98,1193146
2021-05-21,1332,511.96,512.95,505.07,508.02,1413453
2021-05-20,1332,509.99,516.88,509.0,512.95,894631
2021-05-19,1332,520.82,524.75,514.91,516.88,1151908
2021-05-18,1332,524.75,526.73,519.84,523.77,1024235
2021-05-17,1332,513.93,528.7,512.95,523.77,2555915
2021-05-14,1332,531.65,541.5,507.04,509.99,3410730
2021-05-13,1332,509.0,549.37,505.07,528.7,4810775
2021-05-12,1332,516.88,521.81,508.02,515.9,1489630
2021-05-11,1332,529.68,534.61,518.86,521.81,1426047
2021-05-10,1332,529.68,534.61,524.75,531.65,1278059
2021-05-07,1332,523.77,531.65,516.88,526.73,2165174
2021-05-06,1332,508.02,521.81,507.04,520.82,1983262
2021-04-30,1332,499.16,506.05,496.2,503.1,1228493
2021-04-28,1332,497.2,501.13,492.27,497.2,1226055
2021-04-27,1332,493.25,503.1,490.3,496.2,1602576
2021-04-26,1332,496.2,499.16,491.29,493.25,974567
2021-04-23,1332,489.32,496.2,487.34,494.24,813172
2021-04-22,1332,494.24,497.2,489.32,494.24,945111
2021-04-21,1332,494.24,496.2,486.36,491.29,1634571
2021-04-20,1332,510.98,510.98,499.16,500.15,1601052
2021-04-19,1332,513.93,517.87,510.98,511.96,751823
2021-04-16,1332,513.93,516.88,509.0,514.91,937290
2021-04-15,1332,506.05,516.88,505.07,513.93,1525992
2021-04-14,1332,510.98,512.95,508.02,509.0,1247080
2021-04-13,1332,523.77,523.77,513.93,513.93,1402991
2021-04-12,1332,522.79,527.71,517.87,520.82,875637
2021-04-09,1332,520.82,528.7,519.84,520.82,1559409
2021-04-08,1332,524.75,524.75,514.91,515.9,1148557
2021-04-07,1332,516.88,525.75,516.88,524.75,974364
2021-04-06,1332,522.79,524.75,513.93,516.88,1239158
2021-04-05,1332,516.88,525.75,514.91,521.81,1195889
2021-04-02,1332,519.84,523.77,509.99,513.93,1130477
2021-04-01,1332,523.77,529.68,516.88,518.86,1579621
2021-03-31,1332,530.66,531.65,523.77,523.77,1882605
2021-03-30,1332,533.62,541.5,529.68,539.53,1850915
2021-03-29,1332,552.67,553.64,530.22,535.09,4024353
2021-03-26,1332,550.72,555.6,545.84,546.81,1813089
2021-03-25,1332,529.24,547.78,529.24,542.91,2292271
2021-03-24,1332,542.91,542.91,523.38,526.3,2387001
2021-03-23,1332,552.67,552.67,545.84,547.78,2121142
2021-03-22,1332,551.7,556.58,549.75,554.63,1384497
2021-03-19,1332,550.72,558.53,548.77,553.64,2250487
2021-03-18,1332,546.81,552.67,542.91,551.7,1455468
2021-03-17,1332,542.91,547.78,540.95,547.78,1360227
2021-03-16,1332,546.81,548.77,539.98,545.84,1632640
2021-03-15,1332,546.81,552.67,544.87,546.81,1574573
2021-03-12,1332,539.98,546.81,533.15,543.89,2284078
2021-03-11,1332,542.91,553.64,540.95,542.91,1854463
2021-03-10,1332,551.7,553.64,536.08,537.05,3583779
2021-03-09,1332,548.77,559.5,543.89,558.53,2868846
2021-03-08,1332,535.09,544.87,533.15,539.01,2522082
2021-03-05,1332,525.33,530.22,516.55,529.24,1904645
2021-03-04,1332,524.36,533.15,516.55,521.42,2667301
2021-03-03,1332,510.69,529.24,506.78,528.26,2634017
2021-03-02,1332,508.74,513.61,502.88,506.78,1857637
2021-03-01,1332,498.96,506.78,493.1,505.81,1547332
2021-02-26,1332,502.88,506.78,495.06,495.06,2404514
2021-02-25,1332,507.75,512.64,499.95,502.88,2704272
2021-02-24,1332,495.06,505.81,490.19,499.95,2544203
2021-02-22,1332,488.22,497.02,487.25,490.19,1282086
2021-02-19,1332,485.3,488.22,483.35,485.3,1320183
2021-02-18,1332,494.08,495.06,475.54,483.35,3047964
2021-02-17,1332,492.13,498.96,491.16,494.08,1460282
2021-02-16,1332,495.06,496.04,485.3,493.1,2435134
2021-02-15,1332,498.96,500.92,494.08,497.99,1417884
2021-02-12,1332,506.78,506.78,491.16,494.08,2235331
2021-02-10,1332,495.06,505.81,490.19,502.88,2480912
2021-02-09,1332,508.74,517.53,493.1,497.99,4161481
2021-02-08,1332,486.27,515.57,486.27,499.95,6200080
2021-02-05,1332,443.31,482.37,441.36,481.39,7589800
2021-02-04,1332,442.34,446.24,440.38,441.36,1675346
2021-02-03,1332,431.59,442.34,431.59,442.34,2451009
2021-02-02,1332,431.59,433.54,428.67,431.59,1210399
2021-02-01,1332,428.67,434.53,428.67,432.57,1632845
2021-01-29,1332,434.53,439.4,426.71,426.71,2113256
2021-01-28,1332,425.73,435.5,424.76,433.54,3284635
2021-01-27,1332,434.53,436.48,431.59,434.53,2202252
2021-01-26,1332,424.76,431.59,422.8,430.62,1674732
2021-01-25,1332,429.65,429.65,421.83,423.79,1571603
2021-01-22,1332,421.83,428.67,419.87,426.71,1407131
2021-01-21,1332,418.9,425.73,418.9,422.8,1576314
2021-01-20,1332,421.83,421.83,415.0,415.97,1553271
2021-01-19,1332,424.76,427.68,420.85,421.83,1060264
2021-01-18,1332,427.68,427.68,418.9,420.85,2336922
2021-01-15,1332,434.53,435.5,429.65,430.62,1403034
2021-01-14,1332,434.53,436.48,429.65,435.5,1587068
2021-01-13,1332,430.62,435.5,429.65,434.53,1594031
2021-01-12,1332,425.73,433.54,423.79,432.57,1777041
2021-01-08,1332,417.93,425.73,415.97,425.73,2696078
2021-01-07,1332,416.94,420.85,415.97,417.93,2174191
2021-01-06,1332,410.11,416.94,409.14,416.94,1567404
2021-01-05,1332,409.14,411.08,407.18,409.14,1607242
2021-01-04,1332,417.93,418.9,406.2,411.08,1823432
2020-12-30,1332,419.87,419.87,415.0,415.97,1915807
2020-12-29,1332,410.11,417.93,409.14,417.93,2235125
2020-12-28,1332,412.06,414.01,407.18,410.11,1573446
2020-12-25,1332,412.06,414.01,411.08,413.04,822977
2020-12-24,1332,411.08,415.97,409.14,410.11,1418395
2020-12-23,1332,409.14,411.08,406.2,409.14,1447686
2020-12-22,1332,412.06,413.04,406.2,407.18,2399188
2020-12-21,1332,419.87,419.87,413.04,416.94,1332780
2020-12-18,1332,415.97,419.87,414.01,417.93,1731365
2020-12-17,1332,421.83,421.83,414.01,415.0,1857125
2020-12-16,1332,420.85,421.83,417.93,420.85,1610007
2020-12-15,1332,416.94,420.85,415.0,417.93,1430992
2020-12-14,1332,415.0,421.83,415.0,416.94,1780419
2020-12-11,1332,414.01,415.97,409.14,414.01,1600996
2020-12-10,1332,415.0,417.93,412.06,413.04,1714773
2020-12-09,1332,410.11,415.0,410.11,412.06,1437650
2020-12-08,1332,413.04,414.01,409.14,409.14,1256381
2020-12-07,1332,417.93,419.87,410.11,411.08,2001116
2020-12-04,1332,410.11,415.0,410.11,414.01,1712418
2020-12-03,1332,405.23,413.04,405.23,409.14,2422948
2020-12-02,1332,400.34,410.11,398.39,408.16,3103983
2020-12-01,1332,399.37,400.34,395.46,399.37,2441280
2020-11-30,1332,410.11,410.11,391.56,391.56,4199066
2020-11-27,1332,409.14,412.06,407.18,408.16,2501293
2020-11-26,1332,410.11,412.06,405.23,408.16,2326068
2020-11-25,1332,417.93,417.93,408.16,408.16,2609234
2020-11-24,1332,421.83,423.79,415.0,415.0,1842687
2020-11-20,1332,410.11,417.93,409.14,417.93,2003984
2020-11-19,1332,409.14,411.08,405.23,408.16,2923226
2020-11-18,1332,414.01,414.01,408.16,410.11,2502112
2020-11-17,1332,427.68,428.67,416.94,420.85,2202558
2020-11-16,1332,421.83,423.79,417.93,419.87,1936903
2020-11-13,1332,422.8,422.8,410.11,414.01,2483575
2020-11-12,1332,428.67,429.65,419.87,423.79,2587625
2020-11-11,1332,436.48,439.4,426.71,433.54,2845702
2020-11-10,1332,422.8,430.62,420.85,430.62,3742312
2020-11-09,1332,416.94,418.9,411.08,413.04,2165793
2020-11-06,1332,403.28,413.04,399.37,411.08,3325703
2020-11-05,1332,406.2,411.08,400.34,407.18,3974991
2020-11-04,1332,410.11,414.01,403.28,407.18,2068195
2020-11-02,1332,397.42,405.23,397.42,404.25,2162516
2020-10-30,1332,401.33,401.33,390.59,391.56,2455617
2020-10-29,1332,400.34,406.2,398.39,403.28,1430685
2020-10-28,1332,409.14,410.11,403.28,405.23,1493975
2020-10-27,1332,408.16,412.06,406.2,411.08,1077059
2020-10-26,1332,413.04,416.94,408.16,412.06,989804
2020-10-23,1332,411.08,413.04,405.23,411.08,1450246
2020-10-22,1332,407.18,410.11,404.25,408.16,1692551
2020-10-21,1332,402.31,412.06,402.31,411.08,2102503
2020-10-20,1332,409.14,410.11,401.33,402.31,2113153
2020-10-19,1332,410.11,415.97,410.11,413.04,1684050
2020-10-16,1332,415.0,415.97,407.18,410.11,2253252
2020-10-15,1332,422.8,425.73,415.0,416.94,1888771
2020-10-14,1332,423.79,427.68,419.87,426.71,1882114
2020-10-13,1332,417.93,425.73,416.94,422.8,1720304
2020-10-12,1332,426.71,426.71,415.97,418.9,2791629
2020-10-09,1332,430.62,432.57,425.73,425.73,2379526
2020-10-08,1332,436.48,437.45,430.62,432.57,2615993
2020-10-07,1332,431.59,436.48,429.65,435.5,2252638
2020-10-06,1332,439.4,442.34,436.48,439.4,1293147
2020-10-05,1332,434.53,444.28,434.53,442.34,2485522
2020-10-02,1332,438.42,440.38,430.62,430.62,2400828
2020-09-30,1332,444.28,446.24,435.5,436.48,2074853
2020-09-29,1332,446.24,448.2,440.38,448.2,1676267
2020-09-28,1332,436.57,446.24,434.61,446.24,2736413
2020-09-25,1332,432.68,436.57,428.82,433.65,1927411
2020-09-24,1332,436.57,436.57,429.79,430.76,3052637
2020-09-23,1332,440.43,443.34,435.6,441.39,2166464
2020-09-18,1332,445.28,446.24,441.39,444.3,1347028
2020-09-17,1332,448.18,449.14,440.43,442.37,1727924
2020-09-16,1332,450.11,453.01,444.3,446.24,1543107
2020-09-15,1332,458.82,458.82,451.09,453.01,1482052
2020-09-14,1332,462.7,466.57,460.77,463.66,1070164
2020-09-11,1332,449.14,458.82,446.24,458.82,2152104
2020-09-10,1332,443.34,449.14,439.46,448.18,2306756
2020-09-09,1332,440.43,444.3,438.49,439.46,1748997
2020-09-08,1332,439.46,448.18,438.49,448.18,1825961
2020-09-07,1332,440.43,443.34,438.49,439.46,1170784
2020-09-04,1332,443.34,445.28,439.46,442.37,1637530
2020-09-03,1332,453.98,454.95,445.28,446.24,2351488
2020-09-02,1332,453.01,453.98,448.18,453.01,1507981
2020-09-01,1332,455.92,455.92,449.14,453.01,1779164
2020-08-31,1332,459.79,468.51,459.79,460.77,1509531
2020-08-28,1332,458.82,468.51,451.09,455.92,2391674
2020-08-27,1332,465.6,465.6,455.92,455.92,1631847
2020-08-26,1332,470.43,470.43,466.57,468.51,622843
2020-08-25,1332,468.51,473.35,467.54,472.38,1319135
2020-08-24,1332,467.54,467.54,459.79,460.77,607862
2020-08-21,1332,467.54,472.38,461.73,461.73,777597
2020-08-20,1332,469.47,471.41,463.66,466.57,717161
